query_id,query_type,delta_p5,delta_r10,delta_ndcg,delta_mrr,improved,degraded,all_metrics_improved
Q-01,SINGLE_HOP,0.0,0.0,-0.0907708962686763,0.0,False,True,False
Q-01,SINGLE_HOP,0.0,0.0,0.1690243263166606,0.5,True,False,True
Q-01,SINGLE_HOP,0.0,0.0,-0.0907708962686763,0.0,False,True,False
Q-02,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-02,SINGLE_HOP,0.0,0.0,-0.0907708962686763,0.0,False,True,False
Q-02,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-03,SINGLE_HOP,-0.4666666666666666,0.0,0.061442547954487226,0.0,True,True,False
Q-03,SINGLE_HOP,-0.3,0.0,0.061442547954487226,0.0,True,True,False
Q-03,SINGLE_HOP,-0.4666666666666666,0.0,0.0,0.0,False,True,False
Q-04,SINGLE_HOP,-0.09999999999999998,0.0,0.005173103556753156,0.0,True,True,False
Q-04,SINGLE_HOP,-0.09999999999999998,0.0,0.03152251172035059,0.0,True,True,False
Q-04,SINGLE_HOP,0.0,0.0,0.005173103556753156,0.0,True,False,True
Q-05,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-05,SINGLE_HOP,-0.2,-0.5,-0.29287824276922403,0.0,False,True,False
Q-05,SINGLE_HOP,-0.2,-0.5,-0.29287824276922403,0.0,False,True,False
Q-06,SINGLE_HOP,0.0,0.0,-0.05727005921425615,0.0,False,True,False
Q-06,SINGLE_HOP,0.0,0.0,0.03489376271747435,0.16666666666666669,True,False,True
Q-06,SINGLE_HOP,0.0,0.0,-0.05727005921425615,0.0,False,True,False
Q-07,SINGLE_HOP,-0.8,0.0,-0.0907708962686763,0.0,False,True,False
Q-07,SINGLE_HOP,0.0,0.0,-0.0907708962686763,0.0,False,True,False
Q-07,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-27,SINGLE_HOP,-0.2666666666666666,0.0,0.061442547954487226,0.0,True,True,False
Q-27,SINGLE_HOP,-0.09999999999999998,0.0,0.061442547954487226,0.0,True,True,False
Q-27,SINGLE_HOP,-0.2666666666666666,0.0,0.0,0.0,False,True,False
Q-28,SINGLE_HOP,-0.2,-1.0,-0.5307212739772434,-0.5,False,True,False
Q-28,SINGLE_HOP,0.0,0.0,0.0,0.0,False,False,True
Q-28,SINGLE_HOP,0.0,0.0,0.0,0.0,False,False,True
Q-30,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-30,SINGLE_HOP,-0.2,-0.5,-0.38685280723454163,0.0,False,True,False
Q-30,SINGLE_HOP,0.0,0.0,-0.0907708962686763,0.0,False,True,False
Q-34,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-34,SINGLE_HOP,-0.04999999999999999,0.0,-0.0907708962686763,0.0,False,True,False
Q-34,SINGLE_HOP,0.0,0.0,-0.0907708962686763,0.0,False,True,False
Q-08,MULTI_HOP,0.0,0.0,0.057510978987596384,0.0,True,False,True
Q-08,MULTI_HOP,0.0,0.0,0.12014180288096621,0.0,True,False,True
Q-08,MULTI_HOP,0.0,0.0,0.12014180288096621,0.0,True,False,True
Q-09,MULTI_HOP,-0.4,0.0,0.022218638369495225,0.0,True,True,False
Q-09,MULTI_HOP,-0.4,0.0,0.0,0.0,False,True,False
Q-09,MULTI_HOP,-0.15000000000000002,0.0,0.0,0.0,False,True,False
Q-10,MULTI_HOP,-0.2,0.0,-0.0021242005554387156,0.0,False,True,False
Q-10,MULTI_HOP,-0.3,0.0,-0.024434730713548736,0.0,False,True,False
Q-10,MULTI_HOP,0.0,0.0,0.013477385775244488,0.0,True,False,True
Q-11,MULTI_HOP,-0.2666666666666666,0.0,0.0421276621467116,0.0,True,True,False
Q-11,MULTI_HOP,0.0,0.0,0.0421276621467116,0.0,True,False,True
Q-11,MULTI_HOP,0.0,0.0,0.0421276621467116,0.0,True,False,True
Q-12,MULTI_HOP,0.0,0.0,-0.06494043848564846,0.0,False,True,False
Q-12,MULTI_HOP,-0.09999999999999998,0.0,-0.06494043848564846,0.0,False,True,False
Q-12,MULTI_HOP,-0.19999999999999996,-0.33333333333333337,-0.21111113593264397,0.0,False,True,False
Q-29,MULTI_HOP,0.0,0.0,0.022218638369495225,0.0,True,False,True
Q-29,MULTI_HOP,0.0,0.0,0.022218638369495225,0.0,True,False,True
Q-29,MULTI_HOP,0.0,0.0,0.022218638369495225,0.0,True,False,True
Q-31,MULTI_HOP,-0.15000000000000002,0.0,0.0,0.0,False,True,False
Q-31,MULTI_HOP,-0.15000000000000002,0.0,0.0,0.0,False,True,False
Q-31,MULTI_HOP,-0.4,0.0,0.0,0.0,False,True,False
Q-35,MULTI_HOP,-0.39999999999999997,-0.33333333333333337,-0.23463936301137833,0.0,False,True,False
Q-35,MULTI_HOP,-0.39999999999999997,-0.33333333333333337,-0.23463936301137833,0.0,False,True,False
Q-35,MULTI_HOP,-0.39999999999999997,-0.33333333333333337,-0.1497899007485135,0.0,False,True,False
Q-13,AUTHORITY,0.0,-0.5,-0.1671604549662022,-0.1666666666666666,False,True,False
Q-13,AUTHORITY,0.0,0.0,0.0,0.0,False,False,True
Q-13,AUTHORITY,0.0,0.0,0.0,0.0,False,False,True
Q-14,AUTHORITY,0.0,0.0,0.08659840752844561,0.0,True,False,True
Q-14,AUTHORITY,0.0,0.0,0.17876222946017628,0.0,True,False,True
Q-14,AUTHORITY,0.0,0.0,0.17876222946017628,0.0,True,False,True
Q-15,AUTHORITY,-0.2666666666666666,0.0,0.0,0.0,False,True,False
Q-15,AUTHORITY,-0.09999999999999998,0.0,0.0,0.0,False,True,False
Q-15,AUTHORITY,-0.2666666666666666,0.0,0.0,0.0,False,True,False
Q-16,AUTHORITY,0.0,0.0,0.07014065007390158,0.0,True,False,True
Q-16,AUTHORITY,-0.15000000000000002,0.0,0.09502344167898358,0.0,True,True,False
Q-16,AUTHORITY,0.0,0.0,0.07014065007390158,0.0,True,False,True
Q-17,AUTHORITY,-0.3,0.0,-0.0907708962686763,0.0,False,True,False
Q-17,AUTHORITY,-0.1333333333333333,0.0,-0.0907708962686763,0.0,False,True,False
Q-17,AUTHORITY,-0.1333333333333333,0.0,-0.0907708962686763,0.0,False,True,False
Q-18,TEMPORAL,0.2,0.5,0.3065735963827292,0.3333333333333333,True,False,True
Q-18,TEMPORAL,0.0,0.0,0.034260907576700195,0.1333333333333333,True,False,True
Q-18,TEMPORAL,0.2,0.0,0.055832913933425765,0.1666666666666667,True,False,True
Q-19,TEMPORAL,-0.2666666666666666,0.0,0.08659840752844561,0.0,True,True,False
Q-19,TEMPORAL,-0.09999999999999998,0.0,0.08659840752844561,0.0,True,True,False
Q-19,TEMPORAL,-0.2666666666666666,0.0,0.08659840752844561,0.0,True,True,False
Q-20,TEMPORAL,0.06666666666666671,0.5,0.7039180890341348,0.5,True,False,True
Q-20,TEMPORAL,0.0,0.0,0.061442547954487226,0.0,True,False,True
Q-20,TEMPORAL,0.2,0.0,0.48088050051673037,0.6666666666666667,True,False,True
Q-21,TEMPORAL,0.2,0.5,0.29608191096586534,0.0,True,False,True
